dataset,noise_type,n_eligible
bd_shs,matra_perturb,9
bd_shs,matra_perturb,13
bd_shs,matra_perturb,12
bd_shs,matra_perturb,7
bd_shs,matra_perturb,2
bd_shs,matra_perturb,48
bd_shs,matra_perturb,39
bd_shs,matra_perturb,22
bd_shs,matra_perturb,6
bd_shs,matra_perturb,5
bd_shs,matra_perturb,47
bd_shs,matra_perturb,9
bd_shs,matra_perturb,10
bd_shs,matra_perturb,26
bd_shs,matra_perturb,7
bd_shs,matra_perturb,19
bd_shs,matra_perturb,8
bd_shs,matra_perturb,46
bd_shs,matra_perturb,19
bd_shs,matra_perturb,6
bd_shs,matra_perturb,6
bd_shs,matra_perturb,30
bd_shs,matra_perturb,30
bd_shs,matra_perturb,23
bd_shs,matra_perturb,9
bd_shs,matra_perturb,16
bd_shs,matra_perturb,13
bd_shs,matra_perturb,16
bd_shs,matra_perturb,6
bd_shs,matra_perturb,28
bd_shs,matra_perturb,6
bd_shs,matra_perturb,19
bd_shs,matra_perturb,88
bd_shs,matra_perturb,7
bd_shs,matra_perturb,11
bd_shs,matra_perturb,4
bd_shs,matra_perturb,5
bd_shs,matra_perturb,11
bd_shs,matra_perturb,4
bd_shs,matra_perturb,4
bd_shs,matra_perturb,7
bd_shs,matra_perturb,13
bd_shs,matra_perturb,12
bd_shs,matra_perturb,16
bd_shs,matra_perturb,8
bd_shs,matra_perturb,4
bd_shs,matra_perturb,61
bd_shs,matra_perturb,22
bd_shs,matra_perturb,14
bd_shs,matra_perturb,30
bd_shs,matra_perturb,2
bd_shs,matra_perturb,14
bd_shs,matra_perturb,12
bd_shs,matra_perturb,9
bd_shs,matra_perturb,3
bd_shs,matra_perturb,17
bd_shs,matra_perturb,34
bd_shs,matra_perturb,49
bd_shs,matra_perturb,10
bd_shs,matra_perturb,10
bd_shs,matra_perturb,29
bd_shs,matra_perturb,64
bd_shs,matra_perturb,25
bd_shs,matra_perturb,10
bd_shs,matra_perturb,24
bd_shs,matra_perturb,18
bd_shs,matra_perturb,10
bd_shs,matra_perturb,15
bd_shs,matra_perturb,12
bd_shs,matra_perturb,4
bd_shs,matra_perturb,13
bd_shs,matra_perturb,10
bd_shs,matra_perturb,35
bd_shs,matra_perturb,5
bd_shs,matra_perturb,9
bd_shs,matra_perturb,10
bd_shs,matra_perturb,9
bd_shs,matra_perturb,19
bd_shs,matra_perturb,19
bd_shs,matra_perturb,15
bd_shs,matra_perturb,45
bd_shs,matra_perturb,8
bd_shs,matra_perturb,21
bd_shs,matra_perturb,13
bd_shs,matra_perturb,20
bd_shs,matra_perturb,8
bd_shs,matra_perturb,60
bd_shs,matra_perturb,44
bd_shs,matra_perturb,6
bd_shs,matra_perturb,9
bd_shs,matra_perturb,32
bd_shs,matra_perturb,22
bd_shs,matra_perturb,47
bd_shs,matra_perturb,11
bd_shs,matra_perturb,7
bd_shs,matra_perturb,1
bd_shs,matra_perturb,8
bd_shs,matra_perturb,36
bd_shs,matra_perturb,17
bd_shs,matra_perturb,30
bd_shs,matra_perturb,7
bd_shs,matra_perturb,9
bd_shs,matra_perturb,14
bd_shs,matra_perturb,72
bd_shs,matra_perturb,22
bd_shs,matra_perturb,13
bd_shs,matra_perturb,15
bd_shs,matra_perturb,6
bd_shs,matra_perturb,55
bd_shs,matra_perturb,1
bd_shs,matra_perturb,42
bd_shs,matra_perturb,72
bd_shs,matra_perturb,8
bd_shs,matra_perturb,4
bd_shs,matra_perturb,14
bd_shs,matra_perturb,14
bd_shs,matra_perturb,1
bd_shs,matra_perturb,23
bd_shs,matra_perturb,9
bd_shs,matra_perturb,10
bd_shs,matra_perturb,23
bd_shs,matra_perturb,23
bd_shs,matra_perturb,4
bd_shs,matra_perturb,13
bd_shs,matra_perturb,12
bd_shs,matra_perturb,7
bd_shs,matra_perturb,23
bd_shs,matra_perturb,27
bd_shs,matra_perturb,23
bd_shs,matra_perturb,39
bd_shs,matra_perturb,7
bd_shs,matra_perturb,36
bd_shs,matra_perturb,34
bd_shs,matra_perturb,10
bd_shs,matra_perturb,6
bd_shs,matra_perturb,24
bd_shs,matra_perturb,16
bd_shs,matra_perturb,49
bd_shs,matra_perturb,7
bd_shs,matra_perturb,10
bd_shs,matra_perturb,14
bd_shs,matra_perturb,36
bd_shs,matra_perturb,7
bd_shs,matra_perturb,14
bd_shs,matra_perturb,73
bd_shs,matra_perturb,5
bd_shs,matra_perturb,3
bd_shs,matra_perturb,13
bd_shs,matra_perturb,98
bd_shs,matra_perturb,15
bd_shs,matra_perturb,10
bd_shs,matra_perturb,32
bd_shs,matra_perturb,7
bd_shs,matra_perturb,22
bd_shs,matra_perturb,11
bd_shs,matra_perturb,4
bd_shs,matra_perturb,31
bd_shs,matra_perturb,26
bd_shs,matra_perturb,19
bd_shs,matra_perturb,24
bd_shs,matra_perturb,18
bd_shs,matra_perturb,9
bd_shs,matra_perturb,5
bd_shs,matra_perturb,52
bd_shs,matra_perturb,8
bd_shs,matra_perturb,10
bd_shs,matra_perturb,13
bd_shs,matra_perturb,4
bd_shs,matra_perturb,8
bd_shs,matra_perturb,14
bd_shs,matra_perturb,16
bd_shs,matra_perturb,117
bd_shs,matra_perturb,5
bd_shs,matra_perturb,9
bd_shs,matra_perturb,16
bd_shs,matra_perturb,3
bd_shs,matra_perturb,47
bd_shs,matra_perturb,9
bd_shs,matra_perturb,8
bd_shs,matra_perturb,9
bd_shs,matra_perturb,4
bd_shs,matra_perturb,15
bd_shs,matra_perturb,12
bd_shs,matra_perturb,8
bd_shs,matra_perturb,9
bd_shs,matra_perturb,10
bd_shs,matra_perturb,6
bd_shs,matra_perturb,8
bd_shs,matra_perturb,6
bd_shs,matra_perturb,17
bd_shs,matra_perturb,29
bd_shs,matra_perturb,8
bd_shs,matra_perturb,22
bd_shs,matra_perturb,31
bd_shs,matra_perturb,1
bd_shs,matra_perturb,6
bd_shs,matra_perturb,7
bd_shs,matra_perturb,37
bd_shs,matra_perturb,51
bd_shs,matra_perturb,91
bd_shs,matra_perturb,7
bd_shs,matra_perturb,17
bd_shs,matra_perturb,3
bd_shs,matra_perturb,5
bd_shs,matra_perturb,9
bd_shs,matra_perturb,9
bd_shs,matra_perturb,9
bd_shs,matra_perturb,8
bd_shs,matra_perturb,12
bd_shs,matra_perturb,32
bd_shs,matra_perturb,20
bd_shs,matra_perturb,33
bd_shs,matra_perturb,11
bd_shs,matra_perturb,7
bd_shs,matra_perturb,6
bd_shs,matra_perturb,39
bd_shs,matra_perturb,18
bd_shs,matra_perturb,14
bd_shs,matra_perturb,15
bd_shs,matra_perturb,6
bd_shs,matra_perturb,37
bd_shs,matra_perturb,6
bd_shs,matra_perturb,8
bd_shs,matra_perturb,33
bd_shs,matra_perturb,24
bd_shs,matra_perturb,12
bd_shs,matra_perturb,35
bd_shs,matra_perturb,13
bd_shs,matra_perturb,34
bd_shs,matra_perturb,9
bd_shs,matra_perturb,5
bd_shs,matra_perturb,14
bd_shs,matra_perturb,17
bd_shs,matra_perturb,5
bd_shs,matra_perturb,53
bd_shs,matra_perturb,13
bd_shs,matra_perturb,18
bd_shs,matra_perturb,5
bd_shs,matra_perturb,44
bd_shs,matra_perturb,76
bd_shs,matra_perturb,5
bd_shs,matra_perturb,34
bd_shs,matra_perturb,63
bd_shs,matra_perturb,36
bd_shs,matra_perturb,15
bd_shs,matra_perturb,19
bd_shs,matra_perturb,6
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,4
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,9
bd_shs,conjunct_split,4
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,6
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,5
bd_shs,conjunct_split,0
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,6
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,5
bd_shs,conjunct_split,2
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,6
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,0
bd_shs,conjunct_split,13
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,5
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,6
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,5
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,4
bd_shs,conjunct_split,0
bd_shs,conjunct_split,9
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,9
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,6
bd_shs,conjunct_split,0
bd_shs,conjunct_split,4
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,3
bd_shs,conjunct_split,3
bd_shs,conjunct_split,5
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,3
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,6
bd_shs,conjunct_split,3
bd_shs,conjunct_split,1
bd_shs,conjunct_split,10
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,3
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,4
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,5
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,12
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,5
bd_shs,conjunct_split,3
bd_shs,conjunct_split,10
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,3
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,0
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,5
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,3
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,conjunct_split,4
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,1
bd_shs,conjunct_split,8
bd_shs,conjunct_split,7
bd_shs,conjunct_split,0
bd_shs,conjunct_split,2
bd_shs,conjunct_split,4
bd_shs,conjunct_split,3
bd_shs,conjunct_split,1
bd_shs,conjunct_split,0
bd_shs,conjunct_split,0
bd_shs,elongate,21
bd_shs,elongate,11
bd_shs,elongate,42
bd_shs,elongate,29
bd_shs,elongate,10
bd_shs,elongate,16
bd_shs,elongate,15
bd_shs,elongate,10
bd_shs,elongate,61
bd_shs,elongate,12
bd_shs,elongate,38
bd_shs,elongate,25
bd_shs,elongate,7
bd_shs,elongate,18
bd_shs,elongate,30
bd_shs,elongate,9
bd_shs,elongate,9
bd_shs,elongate,25
bd_shs,elongate,8
bd_shs,elongate,7
bd_shs,elongate,31
bd_shs,elongate,28
bd_shs,elongate,38
bd_shs,elongate,9
bd_shs,elongate,7
bd_shs,elongate,17
bd_shs,elongate,19
bd_shs,elongate,13
bd_shs,elongate,20
bd_shs,elongate,23
bd_shs,elongate,20
bd_shs,elongate,10
bd_shs,elongate,27
bd_shs,elongate,42
bd_shs,elongate,2
bd_shs,elongate,29
bd_shs,elongate,24
bd_shs,elongate,23
bd_shs,elongate,7
bd_shs,elongate,14
bd_shs,elongate,28
bd_shs,elongate,8
bd_shs,elongate,15
bd_shs,elongate,21
bd_shs,elongate,9
bd_shs,elongate,20
bd_shs,elongate,12
bd_shs,elongate,2
bd_shs,elongate,12
bd_shs,elongate,21
bd_shs,elongate,10
bd_shs,elongate,18
bd_shs,elongate,8
bd_shs,elongate,7
bd_shs,elongate,16
bd_shs,elongate,14
bd_shs,elongate,7
bd_shs,elongate,2
bd_shs,elongate,54
bd_shs,elongate,42
bd_shs,elongate,22
bd_shs,elongate,5
bd_shs,elongate,6
bd_shs,elongate,55
bd_shs,elongate,13
bd_shs,elongate,12
bd_shs,elongate,32
bd_shs,elongate,7
bd_shs,elongate,16
bd_shs,elongate,8
bd_shs,elongate,53
bd_shs,elongate,23
bd_shs,elongate,8
bd_shs,elongate,6
bd_shs,elongate,34
bd_shs,elongate,35
bd_shs,elongate,24
bd_shs,elongate,9
bd_shs,elongate,20
bd_shs,elongate,14
bd_shs,elongate,17
bd_shs,elongate,7
bd_shs,elongate,27
bd_shs,elongate,7
bd_shs,elongate,18
bd_shs,elongate,96
bd_shs,elongate,8
bd_shs,elongate,11
bd_shs,elongate,6
bd_shs,elongate,5
bd_shs,elongate,14
bd_shs,elongate,4
bd_shs,elongate,4
bd_shs,elongate,8
bd_shs,elongate,13
bd_shs,elongate,11
bd_shs,elongate,15
bd_shs,elongate,7
bd_shs,elongate,4
bd_shs,elongate,52
bd_shs,elongate,28
bd_shs,elongate,13
bd_shs,elongate,30
bd_shs,elongate,3
bd_shs,elongate,16
bd_shs,elongate,13
bd_shs,elongate,12
bd_shs,elongate,4
bd_shs,elongate,16
bd_shs,elongate,38
bd_shs,elongate,59
bd_shs,elongate,10
bd_shs,elongate,10
bd_shs,elongate,33
bd_shs,elongate,67
bd_shs,elongate,30
bd_shs,elongate,12
bd_shs,elongate,25
bd_shs,elongate,17
bd_shs,elongate,11
bd_shs,elongate,14
bd_shs,elongate,8
bd_shs,elongate,5
bd_shs,elongate,17
bd_shs,elongate,11
bd_shs,elongate,29
bd_shs,elongate,8
bd_shs,elongate,12
bd_shs,elongate,12
bd_shs,elongate,10
bd_shs,elongate,18
bd_shs,elongate,20
bd_shs,elongate,15
bd_shs,elongate,47
bd_shs,elongate,11
bd_shs,elongate,21
bd_shs,elongate,13
bd_shs,elongate,19
bd_shs,elongate,9
bd_shs,elongate,64
bd_shs,elongate,51
bd_shs,elongate,7
bd_shs,elongate,9
bd_shs,elongate,31
bd_shs,elongate,23
bd_shs,elongate,43
bd_shs,elongate,15
bd_shs,elongate,8
bd_shs,elongate,1
bd_shs,elongate,10
bd_shs,elongate,39
bd_shs,elongate,17
bd_shs,elongate,34
bd_shs,elongate,10
bd_shs,elongate,9
bd_shs,elongate,15
bd_shs,elongate,78
bd_shs,elongate,26
bd_shs,elongate,17
bd_shs,elongate,17
bd_shs,elongate,6
bd_shs,elongate,55
bd_shs,elongate,1
bd_shs,elongate,47
bd_shs,elongate,87
bd_shs,elongate,9
bd_shs,elongate,5
bd_shs,elongate,15
bd_shs,elongate,13
bd_shs,elongate,2
bd_shs,elongate,23
bd_shs,elongate,8
bd_shs,elongate,9
bd_shs,elongate,24
bd_shs,elongate,24
bd_shs,elongate,1
bd_shs,elongate,13
bd_shs,elongate,13
bd_shs,elongate,8
bd_shs,elongate,29
bd_shs,elongate,32
bd_shs,elongate,22
bd_shs,elongate,38
bd_shs,elongate,10
bd_shs,elongate,38
bd_shs,elongate,36
bd_shs,elongate,10
bd_shs,elongate,9
bd_shs,elongate,28
bd_shs,elongate,19
bd_shs,elongate,55
bd_shs,elongate,7
bd_shs,elongate,13
bd_shs,elongate,14
bd_shs,elongate,34
bd_shs,elongate,5
bd_shs,elongate,14
bd_shs,elongate,85
bd_shs,elongate,4
bd_shs,elongate,5
bd_shs,elongate,17
bd_shs,elongate,119
bd_shs,elongate,19
bd_shs,elongate,12
bd_shs,elongate,38
bd_shs,elongate,8
bd_shs,elongate,23
bd_shs,elongate,10
bd_shs,elongate,3
bd_shs,elongate,32
bd_shs,elongate,28
bd_shs,elongate,18
bd_shs,elongate,29
bd_shs,elongate,20
bd_shs,elongate,10
bd_shs,elongate,9
bd_shs,elongate,63
bd_shs,elongate,7
bd_shs,elongate,10
bd_shs,elongate,18
bd_shs,elongate,4
bd_shs,elongate,8
bd_shs,elongate,16
bd_shs,elongate,21
bd_shs,elongate,109
bd_shs,elongate,6
bd_shs,elongate,8
bd_shs,elongate,15
bd_shs,elongate,4
bd_shs,elongate,60
bd_shs,elongate,7
bd_shs,elongate,9
bd_shs,elongate,9
bd_shs,elongate,4
bd_shs,elongate,18
bd_shs,elongate,15
bd_shs,elongate,8
bd_shs,elongate,8
bd_shs,elongate,12
bd_shs,elongate,8
bd_shs,elongate,8
bd_shs,elongate,8
bd_shs,elongate,18
bd_shs,elongate,34
bd_shs,elongate,8
bd_shs,elongate,23
bd_shs,elongate,35
bd_shs,elongate,2
bd_shs,elongate,6
bd_shs,elongate,6
bd_shs,elongate,39
bd_shs,elongate,54
bd_shs,elongate,95
bd_shs,elongate,5
bd_shs,elongate,17
bd_shs,elongate,3
bd_shs,elongate,5
bd_shs,elongate,12
bd_shs,elongate,9
bd_shs,elongate,9
bd_shs,elongate,8
bd_shs,elongate,12
bd_shs,elongate,35
bd_shs,elongate,26
bd_shs,elongate,40
bd_shs,elongate,13
bd_shs,elongate,9
bd_shs,elongate,7
bd_shs,elongate,45
bd_shs,elongate,23
bd_shs,elongate,15
bd_shs,elongate,17
bd_shs,elongate,6
bd_shs,elongate,34
bd_shs,elongate,5
bd_shs,elongate,8
bd_shs,elongate,37
bd_shs,elongate,27
bd_shs,elongate,13
bd_shs,elongate,35
bd_shs,elongate,14
bd_shs,elongate,46
bd_shs,elongate,9
bd_shs,elongate,5
bd_shs,elongate,19
bd_shs,elongate,20
bd_shs,elongate,5
bd_shs,elongate,56
bd_shs,elongate,12
bd_shs,elongate,19
bd_shs,elongate,6
bd_shs,elongate,45
bd_shs,elongate,77
bd_shs,elongate,5
bd_shs,elongate,37
bd_shs,elongate,67
bd_shs,elongate,36
bd_shs,elongate,14
bd_shs,elongate,27
bd_shs,elongate,6
bd_shs,whitespace_error,28
bd_shs,whitespace_error,13
bd_shs,whitespace_error,63
bd_shs,whitespace_error,39
bd_shs,whitespace_error,11
bd_shs,whitespace_error,20
bd_shs,whitespace_error,23
bd_shs,whitespace_error,12
bd_shs,whitespace_error,93
bd_shs,whitespace_error,21
bd_shs,whitespace_error,56
bd_shs,whitespace_error,31
bd_shs,whitespace_error,8
bd_shs,whitespace_error,31
bd_shs,whitespace_error,38
bd_shs,whitespace_error,8
bd_shs,whitespace_error,14
bd_shs,whitespace_error,32
bd_shs,whitespace_error,15
bd_shs,whitespace_error,8
bd_shs,whitespace_error,42
bd_shs,whitespace_error,38
bd_shs,whitespace_error,65
bd_shs,whitespace_error,13
bd_shs,whitespace_error,12
bd_shs,whitespace_error,21
bd_shs,whitespace_error,23
bd_shs,whitespace_error,16
bd_shs,whitespace_error,28
bd_shs,whitespace_error,38
bd_shs,whitespace_error,25
bd_shs,whitespace_error,11
bd_shs,whitespace_error,33
bd_shs,whitespace_error,57
bd_shs,whitespace_error,18
bd_shs,whitespace_error,39
bd_shs,whitespace_error,34
bd_shs,whitespace_error,38
bd_shs,whitespace_error,6
bd_shs,whitespace_error,26
bd_shs,whitespace_error,35
bd_shs,whitespace_error,13
bd_shs,whitespace_error,17
bd_shs,whitespace_error,30
bd_shs,whitespace_error,14
bd_shs,whitespace_error,33
bd_shs,whitespace_error,18
bd_shs,whitespace_error,3
bd_shs,whitespace_error,18
bd_shs,whitespace_error,35
bd_shs,whitespace_error,13
bd_shs,whitespace_error,25
bd_shs,whitespace_error,9
bd_shs,whitespace_error,10
bd_shs,whitespace_error,38
bd_shs,whitespace_error,20
bd_shs,whitespace_error,12
bd_shs,whitespace_error,10
bd_shs,whitespace_error,74
bd_shs,whitespace_error,65
bd_shs,whitespace_error,37
bd_shs,whitespace_error,7
bd_shs,whitespace_error,6
bd_shs,whitespace_error,81
bd_shs,whitespace_error,17
bd_shs,whitespace_error,25
bd_shs,whitespace_error,43
bd_shs,whitespace_error,12
bd_shs,whitespace_error,28
bd_shs,whitespace_error,8
bd_shs,whitespace_error,78
bd_shs,whitespace_error,30
bd_shs,whitespace_error,10
bd_shs,whitespace_error,6
bd_shs,whitespace_error,48
bd_shs,whitespace_error,62
bd_shs,whitespace_error,37
bd_shs,whitespace_error,10
bd_shs,whitespace_error,28
bd_shs,whitespace_error,27
bd_shs,whitespace_error,28
bd_shs,whitespace_error,7
bd_shs,whitespace_error,41
bd_shs,whitespace_error,11
bd_shs,whitespace_error,33
bd_shs,whitespace_error,150
bd_shs,whitespace_error,11
bd_shs,whitespace_error,14
bd_shs,whitespace_error,9
bd_shs,whitespace_error,6
bd_shs,whitespace_error,17
bd_shs,whitespace_error,7
bd_shs,whitespace_error,11
bd_shs,whitespace_error,16
bd_shs,whitespace_error,22
bd_shs,whitespace_error,18
bd_shs,whitespace_error,25
bd_shs,whitespace_error,13
bd_shs,whitespace_error,7
bd_shs,whitespace_error,83
bd_shs,whitespace_error,42
bd_shs,whitespace_error,22
bd_shs,whitespace_error,41
bd_shs,whitespace_error,4
bd_shs,whitespace_error,21
bd_shs,whitespace_error,16
bd_shs,whitespace_error,13
bd_shs,whitespace_error,7
bd_shs,whitespace_error,23
bd_shs,whitespace_error,62
bd_shs,whitespace_error,90
bd_shs,whitespace_error,14
bd_shs,whitespace_error,22
bd_shs,whitespace_error,39
bd_shs,whitespace_error,99
bd_shs,whitespace_error,46
bd_shs,whitespace_error,15
bd_shs,whitespace_error,36
bd_shs,whitespace_error,28
bd_shs,whitespace_error,16
bd_shs,whitespace_error,15
bd_shs,whitespace_error,16
bd_shs,whitespace_error,6
bd_shs,whitespace_error,28
bd_shs,whitespace_error,18
bd_shs,whitespace_error,54
bd_shs,whitespace_error,9
bd_shs,whitespace_error,20
bd_shs,whitespace_error,18
bd_shs,whitespace_error,13
bd_shs,whitespace_error,24
bd_shs,whitespace_error,27
bd_shs,whitespace_error,23
bd_shs,whitespace_error,67
bd_shs,whitespace_error,13
bd_shs,whitespace_error,28
bd_shs,whitespace_error,20
bd_shs,whitespace_error,26
bd_shs,whitespace_error,15
bd_shs,whitespace_error,111
bd_shs,whitespace_error,73
bd_shs,whitespace_error,9
bd_shs,whitespace_error,14
bd_shs,whitespace_error,53
bd_shs,whitespace_error,30
